Year,Year ending,Offence Subdivision,Offence Group,Offence Description,CSA Drug Type,Offence Count
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS NITROMETHANE,Not Coded,4
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS N-METHYLFORMAMIDE,Not Coded,1
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS NORPSEUDOEPHEDRINE,Not Coded,1
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PALLADIUM,Not Coded,2
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHENYLACETIC ACID,Not Coded,23
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHOROUS ACID,Not Coded,5
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHORUS,Not Coded,5
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SAFROLE,Not Coded,2
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SODIUM,Not Coded,1
2016,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SUBSTANCE-MANUF. DOD TO TRAFFICK,Not Coded,89
2016,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE AMPHETAMINE,Amphetamine,4
2016,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE CANNABIS,Cannabis,1
2016,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE DRUG OF DEP. -HALLUCINOGEN,Other,1
2016,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE DRUG OF DEPEND. (NOT NAMED),Not Recorded,2
2016,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE HEROIN,Heroin,1
2016,March,C30 Drug use and possession,C31 Drug use,USE AMPHETAMINE,Amphetamine,207
2016,March,C30 Drug use and possession,C31 Drug use,USE ANABOLIC STEROIDS,Other,1
2016,March,C30 Drug use and possession,C31 Drug use,USE CANNABIS,Cannabis,411
2016,March,C30 Drug use and possession,C31 Drug use,USE COCAINE,Cocaine,7
2016,March,C30 Drug use and possession,C31 Drug use,USE CRACK,Cocaine,2
2016,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -HALLUCINOGEN,Other,10
2016,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -PRESCRIPTION DRUG,Prescription,26
2016,March,C30 Drug use and possession,C31 Drug use,USE ECSTASY,Ecstasy,27
2016,March,C30 Drug use and possession,C31 Drug use,USE GHB,GHB,29
2016,March,C30 Drug use and possession,C31 Drug use,USE HEROIN,Heroin,89
2016,March,C30 Drug use and possession,C31 Drug use,USE KETAMINE,Other,1
2016,March,C30 Drug use and possession,C31 Drug use,USE LSD,Other,4
2016,March,C30 Drug use and possession,C31 Drug use,USE METHYLAMPHETAMINE,Methylamphetamine,347
2016,March,C30 Drug use and possession,C31 Drug use,USE OTHER DRUG OF DEPENDENCE,Not Recorded,61
2016,March,C30 Drug use and possession,C32 Drug possession,ATT POSSESS DOD - 4-METHYLMETHCATHINONE,Other,1
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS AMPHETAMINE,Amphetamine,9
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS CANNABIS,Cannabis,10
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS COCAINE,Cocaine,2
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -HALLUCINOGEN,Other,2
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -PRESCR. DRUG,Not Recorded,10
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEPEND (NOT NAMED),Not Recorded,11
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS ECSTASY,Ecstasy,5
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS HEROIN,Heroin,4
2016,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS METHYLAMPHETAMINE,Methylamphetamine,14
2016,March,C30 Drug use and possession,C32 Drug possession,"ATTEMPT POSSESS 1,4-BUTANEDIOL (1,4-BD)",GHB,3
2016,March,C30 Drug use and possession,C32 Drug possession,CONSP. POSS DRUG OF DEPEND. -PRESC. DRUG,Not Recorded,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS A CONTROLLED DRUG,Not Recorded,2
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 4 POISON,Prescription,325
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 8 POISON,Not Recorded,19
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 9 POISON,Not Recorded,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS ACETIC ANHYDRIDE,Other,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS AMPHETAMINE,Amphetamine,1056
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS ANABOLIC STEROIDS,Other,119
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS,Cannabis,8158
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS COCAINE,Cocaine,312
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS COMMERCIAL QUANTITY - CANNABIS,Cannabis,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - CANNABIS,Cannabis,6
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - MDMA,Ecstasy,23
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS CRACK,Cocaine,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIAZEPAM,Prescription,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIMETHYLAMPHETAMINE,Methylamphetamine,10
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -HALLUCINOGEN,Other,121
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -PRESCRIPT DRUG,Prescription,2535
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE - KETAMINE,Other,53
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,1070
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS ECSTASY,Ecstasy,1182
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS GHB,GHB,521
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS HEROIN,Heroin,885
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS LSD,Other,110
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS MDMA (ECSTASY),Ecstasy,2
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS METHYLAMPHETAMINE,Methylamphetamine,5540
2016,March,C30 Drug use and possession,C32 Drug possession,"POSSESS N, N-DIMETHYLTRYPTAMINE",Other,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS PSILOCYBIN,Other,1
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS SYNTHETIC CANNABINOID,Cannabis,5
2016,March,C30 Drug use and possession,C32 Drug possession,POSSESS TETRAHYDROCANNABINOL,Cannabis,11
2016,March,C90 Other drug offences,C99 Other drug offences,ATT TO CAUSE PHARM. SUPPLY DRUG OF DEP,Not Coded,1
2016,March,C90 Other drug offences,C99 Other drug offences,ATT TO INDUCE PHARM. SUPPLY DRUG OF DEP,Not Coded,1
2016,March,C90 Other drug offences,C99 Other drug offences,DISPLAY A BONG KIT IN A RETAIL OUTLET,Not Coded,2
2016,March,C90 Other drug offences,C99 Other drug offences,DISPLAY AN ICE PIPE IN A RETAIL OUTLET,Not Coded,3
2016,March,C90 Other drug offences,C99 Other drug offences,FAIL COMPLY PART II DRUGS POISONS... ACT,Not Coded,1
2016,March,C90 Other drug offences,C99 Other drug offences,MP PRESC DOD-NOT UND CARE/ID/THERAP NEED,Not Coded,118
2016,March,C90 Other drug offences,C99 Other drug offences,MP PRESC S4-NOT UNDR CARE/WO THERAP NEED,Not Coded,118
2016,March,C90 Other drug offences,C99 Other drug offences,POSS DOCUMENT-MANUF. D.O.D. TO TRAFFICK,Not Coded,6
2016,March,C90 Other drug offences,C99 Other drug offences,RETAIL OUTLET DISPLAY>3 HOOKAHS FOR SALE,Not Coded,2
2016,March,C90 Other drug offences,C99 Other drug offences,RETAIL OUTLET DISPLY CANNABIS WATER PIPE,Not Coded,2
2016,March,C90 Other drug offences,C99 Other drug offences,SELL A BONG KIT,Not Coded,1
2016,March,C90 Other drug offences,C99 Other drug offences,SELL A CANNABIS WATER PIPE,Not Coded,1
2016,March,C90 Other drug offences,C99 Other drug offences,SELL AN ICE PIPE,Not Coded,2
2016,March,C90 Other drug offences,C99 Other drug offences,SUPPLY AN ICE PIPE,Not Coded,1
2015,March,C10 Drug dealing and trafficking,C11 Drug dealing,INTRODUCE DRUG INTO REMAND CENTRE,Not Recorded,4
2015,March,C10 Drug dealing and trafficking,C11 Drug dealing,PEDDLE SCHEDULE 4 POISON IN PUBLIC PLACE,Other,1
2015,March,C10 Drug dealing and trafficking,C11 Drug dealing,SUPPLY A CONTROLLED DRUG TO A CHILD,Not Recorded,4
2015,March,C10 Drug dealing and trafficking,C11 Drug dealing,SUPPLY DOD TO CHILD - USE BY THAT CHILD,Not Recorded,23
2015,March,C10 Drug dealing and trafficking,C11 Drug dealing,SUPPLY DOD TO CHILD-TO SUPPLY ANOR PERSN,Not Recorded,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,AID & ABET TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK AMPHETAMINE,Amphetamine,10
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK CANNABIS,Cannabis,7
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK COMM QTY - CANNABIS,Cannabis,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK DRUG DEPENDENCE COMM QTY,Not Recorded,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK DRUG OF DEPENDENCE,Not Recorded,9
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK ECSTASY,Ecstasy,9
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LARGE COMM QTY - ECSTASY,Ecstasy,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,11
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK PRESCRIBED DRUGS,Prescription,16
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"ATTEMPT TRAFFICK 1,4-BUTANEDIOL (1,4-BD)",GHB,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TO TRAFFICK COMM QTY - CANNABIS,Cannabis,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TO TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,36
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK COMM QTY- METHYLAMPHET,Methylamphetamine,5
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK HEROIN,Heroin,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK OTHER DRUG,Not Recorded,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP COM QTY BORDER CONT DRUG-METHAMPHETA,Methylamphetamine,4
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTD DRUG-METHAMPHETAMINE,Methylamphetamine,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLD DRUG-AMPHETAMINE,Methylamphetamine,4
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLED DRUG - CANNABIS,Cannabis,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLED DRUG - COCAINE,Cocaine,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARK QTY BORDER CONTD DRUG-HEROIN,Heroin,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARK QTY BORDER CONTROL PRECURSOR,Not Recorded,4
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARKET QTY BORDER CONTROLLED DRUG,Not Recorded,9
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,KNOWINGLY/RECKLESSLY IMPORT TIER 1 GOODS,Not Recorded,6
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,POSS MARK QTY BORD CONT DRUG-SUSP IMPORT,Not Recorded,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,PRE-TRAF COM QTY CONT PRECUR-PHENLACETIC,Other,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFF LGE COMM QTY-SYNTHETIC CANNABINOID,Cannabis,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAFFICK 1,4-BUTANEDIOL (1,4-BD)",GHB,14
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK AMPHETAMINE,Amphetamine,237
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ANABOLIC STEROIDS,Other,11
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CANNABIS,Cannabis,809
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COCAINE,Cocaine,108
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - AMPHETAMINE,Amphetamine,3
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - CANNABIS,Cannabis,37
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - COCAINE,Cocaine,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - ECSTASY,Ecstasy,4
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - GHB,GHB,3
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - HEROIN,Heroin,10
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PRESCRIBED DRUGS,Prescription,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PSEUDOEPHEDRINE,Other,5
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - TETRAHYDRACANNIBANOL,Cannabis,3
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,36
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-OTHER HALLUCINOGENIC,Other,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-SYNTHETIC CANNABINOID,Cannabis,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG - CANNABIS,Cannabis,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG - MDMA,Ecstasy,8
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG-METHAMPHETAMINE,Methylamphetamine,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DIMETHYLAMPHETAMINE,Methylamphetamine,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPEND LARGE COMM QTY,Not Recorded,4
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE,Not Recorded,151
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE COMM QTY,Not Recorded,7
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE TO A CHILD,Not Recorded,11
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ECSTASY,Ecstasy,412
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK GHB,GHB,155
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK HEROIN,Heroin,346
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK KETAMINE,Other,16
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - AMPHETAMINE,Amphetamine,3
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - CANNABIS,Cannabis,15
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - COCAINE,Cocaine,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - ECSTASY,Ecstasy,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - HEROIN,Heroin,15
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - TETRAHYDRACANN,Cannabis,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY-PSEUDOEPHYDRINE,Other,2
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LGE COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,23
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LSD,Other,21
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK MARKETABLE QTY CONTROLLED DRUG,Not Recorded,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,1737
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK OTHER HALLUCINOGENIC,Other,20
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK PRESCRIBED DRUGS,Prescription,129
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK PSEUDOEPHEDRINE,Other,5
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK SYNTHETIC CANNABINOID,Cannabis,1
2015,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK TETRAHYDRACANNIBANOL,Cannabis,85
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,ATT CULT NARC PLANT COMM QTY-CANNABIS,Not Coded,1
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,ATT CULT NARC PLANT LGE COMM QTY-CANNAB,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,ATT CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,6
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CONSPIRE CULTIVATE CANNABIS,Not Coded,3
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CONSPIRE TO CULTIVATE CANNABIS- COMM QTY,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT COMM QTY-CANNABIS,Not Coded,112
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT LGE COMM QTY-CANNABIS,Not Coded,4
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,882
2015,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULTIVATE NARCOTIC PLANT-NOT CANNABIS,Not Coded,5
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS CONTROLLED PRECURSOR-PSEUDOEPHEDR,Not Coded,1
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS EQUIPMENT-MANUF. D.O.D. TO TRAFFICK,Not Coded,68
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS MORE THAN 1 TYPE PRECURSOR CHEMICAL,Not Coded,10
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS PRECURSOR CHEM-MORE THAN PRESCR QTY,Not Coded,25
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,"POSSESS 1,4-BUTANEDIOL",Not Coded,28
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS 1-PHENYL-2-PROPANONE (BMK),Not Coded,4
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A CONTROLLED PRECURSOR,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A TABLET PRESS,Not Coded,17
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS AMMONIA,Not Coded,5
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS BENZALDEHYDE,Not Coded,4
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS FORMALDEHYDE,Not Coded,3
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA BUTYROLACTONE,Not Coded,9
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA HYDROXYBUTANOIC ACID,Not Coded,227
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYPOPHOSPHOROUS ACID,Not Coded,13
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS IODINE,Not Coded,21
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS LITHIUM,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS LYSERGIC ACID,Not Coded,3
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MAGNESIUM,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MATERIAL-MANUF. DOD TO TRAFFICK,Not Coded,93
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURIC CHLORIDE,Not Coded,5
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURY,Not Coded,1
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS METHYLAMINE,Not Coded,11
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS NITROMETHANE,Not Coded,3
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS N-METHYLFORMAMIDE,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PALLADIUM,Not Coded,1
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHENYLACETIC ACID,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHOROUS ACID,Not Coded,7
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHORUS,Not Coded,4
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS POTASSIUM,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PSEUDOEPHEDRINE,Not Coded,6
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SODIUM,Not Coded,2
2015,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SUBSTANCE-MANUF. DOD TO TRAFFICK,Not Coded,64
2015,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE AMPHETAMINE,Amphetamine,1
2015,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE DRUG OF DEP. -HALLUCINOGEN,Other,1
2015,March,C30 Drug use and possession,C31 Drug use,USE AMPHETAMINE,Amphetamine,222
2015,March,C30 Drug use and possession,C31 Drug use,USE CANNABIS,Cannabis,414
2015,March,C30 Drug use and possession,C31 Drug use,USE COCAINE,Cocaine,10
2015,March,C30 Drug use and possession,C31 Drug use,USE CRACK,Cocaine,2
2015,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -HALLUCINOGEN,Other,18
2015,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -PRESCRIPTION DRUG,Prescription,25
2015,March,C30 Drug use and possession,C31 Drug use,USE ECSTASY,Ecstasy,50
2015,March,C30 Drug use and possession,C31 Drug use,USE GHB,GHB,19
2015,March,C30 Drug use and possession,C31 Drug use,USE HEROIN,Heroin,90
2015,March,C30 Drug use and possession,C31 Drug use,USE KETAMINE,Other,1
2015,March,C30 Drug use and possession,C31 Drug use,USE LSD,Other,8
2015,March,C30 Drug use and possession,C31 Drug use,USE METHYLAMPHETAMINE,Methylamphetamine,235
2015,March,C30 Drug use and possession,C31 Drug use,USE OTHER DRUG OF DEPENDENCE,Not Recorded,69
2015,March,C30 Drug use and possession,C31 Drug use,USE TETRAHYDROCANNABINOL,Cannabis,3
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS AMPHETAMINE,Amphetamine,9
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS CANNABIS,Cannabis,30
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -HALLUCINOGEN,Other,4
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -PRESCR. DRUG,Not Recorded,19
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEPEND (NOT NAMED),Not Recorded,6
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS ECSTASY,Ecstasy,4
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS HEROIN,Heroin,4
2015,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS METHYLAMPHETAMINE,Methylamphetamine,28
2015,March,C30 Drug use and possession,C32 Drug possession,CONSPIRE POSSESS CANNABIS,Cannabis,3
2015,March,C30 Drug use and possession,C32 Drug possession,CONSPIRE POSSESS OTHER DRUG,Not Recorded,1
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 4 POISON,Prescription,303
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 8 POISON,Not Recorded,20
